,RTT(s),img,parameter,leftChanges,rightChanges,chosen,hashval,screenWidth,screenHeight,windowWidth,windowHeight,colorDepth,userid,count,useragent,leftNIMA,rightNIMA
5423,5,/img/pexels-photo-90915.jpeg,lcontrast,0.0,3.0,rightImage,5744477342869704704,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,476,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36",5.4116644859313965,5.666585445404053
5424,1,/img/butterfly-wings-red-flowers-66871.jpeg,exposure,0.0,-2.4,leftImage,-6588218066090329088,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,477,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36",5.718488693237305,4.968569755554199
5425,2,/img/pexels-photo-2728590.jpeg,saturation,0.0,0.6,leftImage,8149643430177723392,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,478,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36",5.514019012451172,5.563822269439697
5426,4,/img/pexels-photo-1848907.jpeg,vibrance,20.0,0.0,leftImage,7787369880657366016,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,479,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36",4.920973777770996,4.9171295166015625
5427,3,/img/pexels-photo-1149837.jpeg,shadows,50.0,100.0,leftImage,-4323827325586145280,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,480,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36",5.800700664520264,5.404366493225098
5429,3,/img/pexels-photo-2145878.jpeg,temperature,5000.0,6500.0,rightImage,545448216105716800,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,482,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36",4.761719226837158,5.178758144378662
5430,2,/img/pexels-photo-327507.jpeg,brightness,0.2,0.0,rightImage,-7474282285425667072,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,483,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36",5.2726054191589355,5.54466438293457
5436,4,/img/pexels-photo-758788.jpeg,contrast,-0.4,-0.8,leftImage,-3089913255684199424,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,489,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36",4.520223140716553,4.444596290588379
5438,2,/img/pexels-photo-1380124.jpeg,saturation,0.0,-0.6,leftImage,1443172096377483776,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,491,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36",5.278571605682373,5.386659145355225
5439,2,/img/pexels-photo-1726495.jpeg,contrast,-0.2,0.0,rightImage,-7028099228328924160,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,492,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36",5.37584924697876,5.551096439361572
5440,5,/img/pexels-photo-735691.jpeg,highlights,-60.0,-60.0,rightImage,4058720242024398336,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,493,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36",5.275907516479492,5.275907516479492
5441,6,/img/man-male-boy-a-person-50597.jpeg,vibrance,60.0,100.0,rightImage,3624587137977349632,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,494,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36",5.568401336669922,5.568401336669922
5444,3,/img/pexels-photo-339701.jpeg,temperature,10000.0,6500.0,rightImage,-5061789043775770624,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,497,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36",5.161755084991455,5.465832233428955
5445,2,/img/budapest-parliament-danube-hungary-584390.jpeg,tint,1.0,1.1,leftImage,-7746091091987878912,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,498,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36",6.156366348266602,5.767157554626465
5446,4,/img/pexels-photo-2033451.jpeg,temperature,6500.0,5000.0,leftImage,-2747229769054245376,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,499,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36",5.185976505279541,5.1370697021484375
5447,8,/img/pexels-photo-3319056.jpeg,lcontrast,40.0,6.0,rightImage,-4347184366069831168,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,500,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36",6.105965614318848,5.986839294433594
5448,3,/img/pexels-photo-1856876.jpeg,tint,1.0,0.9,leftImage,8409915610237797376,3008,1692,3008,1629,24,20b9aba85ca5563aa9b67e9201320ef7,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Safari/605.1.15",5.366095542907715,5.223540306091309
5449,3,/img/pexels-photo-1181378.jpeg,tint,0.9,0.75,leftImage,-1799409282761834240,3008,1692,3008,1629,24,20b9aba85ca5563aa9b67e9201320ef7,2,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Safari/605.1.15",5.003193378448486,5.130625247955322
5451,9,/img/pexels-photo-2049914.jpeg,brightness,0.0,0.2,leftImage,-6382411134567204864,3008,1692,3008,1629,24,20b9aba85ca5563aa9b67e9201320ef7,4,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Safari/605.1.15",5.553029537200928,5.450367450714111
5452,3,/img/pexels-photo-2600332.jpeg,contrast,0.0,0.6,leftImage,6193961685271749632,3008,1692,3008,1629,24,20b9aba85ca5563aa9b67e9201320ef7,5,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Safari/605.1.15",5.435389041900635,5.12788200378418
5455,5,/img/pexels-photo-3119983.jpeg,temperature,3000.0,6500.0,rightImage,7109415656444184576,3008,1692,3008,1629,24,20b9aba85ca5563aa9b67e9201320ef7,8,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Safari/605.1.15",4.934988975524902,5.227506160736084
5456,6,/img/pexels-photo-2955195.jpeg,lcontrast,7.0,35.0,leftImage,-4135148509401866240,3008,1692,3008,1629,24,20b9aba85ca5563aa9b67e9201320ef7,9,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Safari/605.1.15",5.531485080718994,5.859948635101318
5457,8,/img/pexels-photo-112358.jpeg,temperature,7000.0,22000.0,leftImage,4537895205257384448,3008,1692,3008,1629,24,20b9aba85ca5563aa9b67e9201320ef7,10,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Safari/605.1.15",5.513521671295166,5.503072738647461
5458,4,/img/pexels-photo-928187.jpeg,lcontrast,25.0,0.0,rightImage,3047661749277296128,3008,1692,3008,1629,24,20b9aba85ca5563aa9b67e9201320ef7,11,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Safari/605.1.15",5.442140102386475,5.209782123565674
5460,7,/img/pexels-photo-1351117.jpeg,shadows,80.0,100.0,leftImage,3463900981192592384,3008,1692,3008,1629,24,20b9aba85ca5563aa9b67e9201320ef7,13,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Safari/605.1.15",5.693896293640137,5.724247455596924
5462,5,/img/pexels-photo-922546.jpeg,temperature,5000.0,6500.0,rightImage,-2241295881500202496,3008,1692,3008,1629,24,20b9aba85ca5563aa9b67e9201320ef7,15,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Safari/605.1.15",5.083302021026611,5.3492207527160645
5463,3,/img/pexels-photo-2011416.jpeg,brightness,0.0,-0.6,leftImage,-7447231147972709376,3008,1692,3008,1629,24,20b9aba85ca5563aa9b67e9201320ef7,16,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Safari/605.1.15",5.484386444091797,4.513513088226318
5466,3,/img/pexels-photo-2750367.jpeg,contrast,-1.0,-0.4,rightImage,5858462108974997504,3008,1692,3008,1629,24,20b9aba85ca5563aa9b67e9201320ef7,19,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Safari/605.1.15",4.592645168304443,5.077894687652588
5468,6,/img/pexels-photo-1389406.jpeg,brightness,-1.0,-0.4,rightImage,-7051257911436990464,3008,1692,3008,1629,24,20b9aba85ca5563aa9b67e9201320ef7,21,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Safari/605.1.15",4.946981430053711,5.107395648956299
5470,2,/img/pexels-photo-1329710.jpeg,tint,0.9,1.0,rightImage,5892679393591847936,3008,1692,3008,1629,24,20b9aba85ca5563aa9b67e9201320ef7,23,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Safari/605.1.15",4.764817237854004,4.927694320678711
5471,19,/img/pexels-photo-2911693.jpeg,shadows,50.0,100.0,rightImage,3991505066912359936,3008,1692,3008,1629,24,20b9aba85ca5563aa9b67e9201320ef7,24,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Safari/605.1.15",4.983070373535156,4.764765739440918
5472,13,/img/pexels-photo-1436126.jpeg,brightness,0.6,0.8,leftImage,5370567295692366848,3008,1692,3008,1629,24,20b9aba85ca5563aa9b67e9201320ef7,25,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Safari/605.1.15",5.1045637130737305,5.055233001708984
5473,4,/img/pexels-photo-1684881.jpeg,highlights,-50.0,-100.0,rightImage,-2483467732568665088,3008,1692,3008,1629,24,20b9aba85ca5563aa9b67e9201320ef7,26,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Safari/605.1.15",5.561324596405029,5.256628036499023
5474,2,/img/pexels-photo-298563.jpeg,saturation,0.0,-0.6,leftImage,3471340351265708544,3008,1692,3008,1629,24,20b9aba85ca5563aa9b67e9201320ef7,27,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Safari/605.1.15",4.92833948135376,5.012131690979004
5475,3,/img/pexels-photo-203362.jpeg,temperature,12000.0,6500.0,rightImage,-7592004358839180288,3008,1692,3008,1629,24,20b9aba85ca5563aa9b67e9201320ef7,28,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Safari/605.1.15",4.8221116065979,4.973170757293701
5476,3,/img/pexels-photo-936190.jpeg,contrast,-0.6,0.0,rightImage,-2314324553213388800,3008,1692,3008,1629,24,20b9aba85ca5563aa9b67e9201320ef7,29,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Safari/605.1.15",4.633920192718506,5.143871784210205
5477,4,/img/pexels-photo-2320622.jpeg,lcontrast,0.0,7.0,leftImage,-6915722104687005696,3008,1692,3008,1629,24,20b9aba85ca5563aa9b67e9201320ef7,30,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Safari/605.1.15",5.1251606941223145,5.554537296295166
5479,2,/img/pexels-photo-1852013.jpeg,brightness,0.0,-0.4,leftImage,-424240970265891456,3008,1692,3008,1629,24,20b9aba85ca5563aa9b67e9201320ef7,32,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Safari/605.1.15",5.4852800369262695,5.010211944580078
5480,3,/img/pexels-photo-947794.jpeg,lcontrast,0.8,6.0,leftImage,-8828867024959536128,3008,1692,3008,1629,24,20b9aba85ca5563aa9b67e9201320ef7,33,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Safari/605.1.15",5.202127933502197,5.10977029800415
5481,3,/img/pexels-photo-221352.jpeg,exposure,1.8,0.0,rightImage,-2895204877511993344,3008,1692,3008,1629,24,20b9aba85ca5563aa9b67e9201320ef7,34,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Safari/605.1.15",5.433704376220703,6.242560386657715
5482,3,/img/pexels-photo-2266872.jpeg,brightness,-0.2,0.0,rightImage,3108887339465694208,3008,1692,3008,1629,24,20b9aba85ca5563aa9b67e9201320ef7,35,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Safari/605.1.15",5.500072002410889,5.679887294769287
5483,8,/img/pexels-photo-774712.jpeg,saturation,-0.2,0.0,rightImage,-8097188378893416448,3008,1692,3008,1629,24,20b9aba85ca5563aa9b67e9201320ef7,36,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Safari/605.1.15",5.092170715332031,5.242820739746094
5484,3,/img/pexels-photo-2260523.jpeg,tint,1.15,1.0,rightImage,5453755279621638144,3008,1692,3008,1629,24,20b9aba85ca5563aa9b67e9201320ef7,37,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Safari/605.1.15",5.335583686828613,5.505094528198242
5485,4,/img/pexels-photo-2504905.jpeg,lcontrast,0.0,40.0,leftImage,-4774960060272271360,3008,1692,3008,1629,24,20b9aba85ca5563aa9b67e9201320ef7,38,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Safari/605.1.15",5.390135765075684,6.008676528930664
5486,3,/img/pexels-photo-1339538.jpeg,shadows,80.0,50.0,rightImage,-1250606275505505024,3008,1692,3008,1629,24,20b9aba85ca5563aa9b67e9201320ef7,39,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Safari/605.1.15",5.205954551696777,5.330140590667725
5487,2,/img/pexels-photo-2011416.jpeg,tint,1.25,1.05,rightImage,273818961196531104,3008,1692,3008,1629,24,20b9aba85ca5563aa9b67e9201320ef7,40,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Safari/605.1.15",5.20910120010376,5.251029968261719
5490,3,/img/pexels-photo-1605285.jpeg,exposure,1.8,0.0,rightImage,6770515757283774464,3008,1692,3008,1629,24,20b9aba85ca5563aa9b67e9201320ef7,43,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Safari/605.1.15",5.193960666656494,5.234135627746582
5493,3,/img/pexels-photo-429579.jpeg,brightness,0.4,0.6,rightImage,-5555939356126218240,3008,1692,3008,1629,24,20b9aba85ca5563aa9b67e9201320ef7,46,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Safari/605.1.15",4.586721420288086,4.5673112869262695
5494,7,/img/pexels-photo-213172.jpeg,brightness,0.2,0.0,leftImage,-1629410714421955840,3008,1692,3008,1629,24,20b9aba85ca5563aa9b67e9201320ef7,47,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Safari/605.1.15",4.883551597595215,5.197042942047119
5495,2,/img/pexels-photo-789812.jpeg,brightness,0.8,0.0,rightImage,-4742949752859813888,3008,1692,3008,1629,24,20b9aba85ca5563aa9b67e9201320ef7,48,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Safari/605.1.15",5.010341644287109,5.619577407836914
5497,3,/img/pexels-photo-2031689.jpeg,contrast,0.0,1.0,leftImage,2597004996119735296,3008,1692,3008,1629,24,20b9aba85ca5563aa9b67e9201320ef7,50,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Safari/605.1.15",5.219971179962158,4.806390285491943
5498,7,/img/pexels-photo-3252800.jpeg,tint,0.75,0.8,rightImage,-4800927073635374080,1231,821,1214,684,24,b5ef45f6a49b9fdc71494efeca13f28e,1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,4.757485866546631,4.9168267250061035
5499,4,/img/pexels-photo-2846637.jpeg,tint,1.05,1.0,rightImage,1871675353708508928,1231,821,1214,684,24,b5ef45f6a49b9fdc71494efeca13f28e,2,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,5.452500343322754,5.713006496429443
5500,14,/img/pexels-photo-2449865.png,highlights,-50.0,100.0,rightImage,-157423480041204128,1231,821,1214,684,24,b5ef45f6a49b9fdc71494efeca13f28e,3,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,5.5425519943237305,5.501974582672119
5501,3,/img/pexels-photo-3257923.jpeg,exposure,0.0,2.4,leftImage,8606519707328732160,1231,821,1214,684,24,b5ef45f6a49b9fdc71494efeca13f28e,4,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,5.139074802398682,4.865975856781006
5502,23,/img/pexels-photo-1035739.jpeg,contrast,0.0,0.2,rightImage,-6998073828314591232,1231,821,1214,667,24,b5ef45f6a49b9fdc71494efeca13f28e,5,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,4.684542179107666,4.6486101150512695
5503,6,/img/pexels-photo-1449934.jpeg,temperature,16000.0,22000.0,leftImage,1702253802970156544,1231,821,1214,684,24,b5ef45f6a49b9fdc71494efeca13f28e,6,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,4.741023540496826,4.746432781219482
5504,3,/img/road-sun-rays-path.jpg,contrast,0.0,-0.8,leftImage,9112912293102174208,1231,821,1214,684,24,b5ef45f6a49b9fdc71494efeca13f28e,7,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,5.352329730987549,4.301943302154541
5505,3,/img/pexels-photo-1322135.jpeg,tint,1.0,1.2,leftImage,-1721081783095925504,1231,821,1214,684,24,b5ef45f6a49b9fdc71494efeca13f28e,8,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,5.52605676651001,5.325576305389404
5506,3,/img/sunflowers-sunflower-yellow-petal-59990.jpeg,contrast,-0.4,0.0,leftImage,2127723853525789440,1231,821,1214,684,24,b5ef45f6a49b9fdc71494efeca13f28e,9,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,5.532686710357666,5.944521427154541
5507,7,/img/pexels-photo-1629777.jpeg,lcontrast,0.0,0.8,leftImage,-8327703085613926400,1231,821,1214,684,24,b5ef45f6a49b9fdc71494efeca13f28e,10,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,5.014854907989502,4.999517917633057
5508,4,/img/pexels-photo-709803.jpeg,contrast,-0.6,0.0,rightImage,-2270421397139586,1231,821,1214,684,24,b5ef45f6a49b9fdc71494efeca13f28e,11,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,4.807422637939453,5.369384288787842
5509,16,/img/pexels-photo-3663077.jpeg,vibrance,40.0,100.0,rightImage,8884948078846190592,1231,821,1214,684,24,b5ef45f6a49b9fdc71494efeca13f28e,12,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,5.507615566253662,5.4903564453125
5510,7,/img/pexels-photo-110876.jpeg,tint,0.9,0.85,leftImage,-3899382800516170752,1231,821,1214,684,24,b5ef45f6a49b9fdc71494efeca13f28e,13,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,4.6521430015563965,4.520043849945068
5511,2,/img/pexels-photo-121983.jpeg,temperature,6500.0,5000.0,leftImage,-4919371530960098304,1231,821,1214,684,24,b5ef45f6a49b9fdc71494efeca13f28e,14,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,5.700380802154541,5.430174827575684
5512,13,/img/pexels-photo-955787.jpeg,lcontrast,0.0,40.0,leftImage,8922097544587644928,1231,821,1214,684,24,b5ef45f6a49b9fdc71494efeca13f28e,15,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,5.482271671295166,5.211556434631348
5513,4,/img/pexels-photo-1292125.jpeg,contrast,-0.6,0.0,rightImage,5658788732005038080,1231,821,1214,684,24,b5ef45f6a49b9fdc71494efeca13f28e,16,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,3.858330488204956,4.75919771194458
5514,3,/img/pexels-photo-698552.jpeg,temperature,6500.0,5000.0,leftImage,-6531780358317608960,1231,821,1214,667,24,b5ef45f6a49b9fdc71494efeca13f28e,17,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,5.303434371948242,5.1292195320129395
5515,7,/img/pexels-photo-2878740.jpeg,exposure,0.0,-3.0,leftImage,-1613384482888970496,1231,821,1214,684,24,b5ef45f6a49b9fdc71494efeca13f28e,18,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,5.330336570739746,4.427120208740234
5516,3,/img/pexels-photo-68798.jpeg,contrast,0.0,1.0,leftImage,-8331758289635923968,1231,821,1214,684,24,b5ef45f6a49b9fdc71494efeca13f28e,19,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,5.410826683044434,5.074666976928711
5518,3,/img/pexels-photo-3636467.jpeg,saturation,0.0,-0.4,leftImage,-854436819241406464,1231,821,1214,684,24,b5ef45f6a49b9fdc71494efeca13f28e,21,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,5.369176864624023,5.362386703491211
5520,2,/img/pexels-photo-259683.jpeg,tint,1.25,1.05,rightImage,2973136939668078080,1231,821,1214,684,24,b5ef45f6a49b9fdc71494efeca13f28e,23,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,5.361917495727539,5.232632160186768
5521,3,/img/pexels-photo-1322040.jpeg,brightness,-0.8,0.0,rightImage,542546358001779648,1231,821,1214,684,24,b5ef45f6a49b9fdc71494efeca13f28e,24,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,5.109067440032959,5.377956390380859
5522,2,/img/pexels-photo-3534726.jpeg,shadows,0.0,50.0,rightImage,-7362320977190867968,1231,821,1214,684,24,b5ef45f6a49b9fdc71494efeca13f28e,25,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,5.445200443267822,5.638148307800293
